,CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L)
3701,2007-09-11,0.017,103.0,2.1,0.0,0.19816666666666669,0.0022,6.7,8.8,0.4053333333333333,0.012533333333333334
3702,2007-09-11,0.017,103.0,1.9,0.0,0.19816666666666669,0.0022,6.7,8.6,0.4053333333333333,0.012533333333333334
3703,2007-09-11,0.017,103.0,1.6,0.0,0.19816666666666669,0.0022,6.7,8.4,0.4053333333333333,0.012533333333333334
3705,2007-09-11,0.017,104.0,0.92,0.0,0.19816666666666669,0.0022,6.6,8.2,0.4053333333333333,0.012533333333333334
3706,2007-09-11,0.017,110.0,0.5,0.0,0.19816666666666669,0.0022,6.7,8.2,0.4053333333333333,0.012533333333333334
3731,2007-10-03,0.038,108.0,9.5,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3732,2007-10-03,0.038,108.0,9.4,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3733,2007-10-03,0.038,108.0,9.4,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3734,2007-10-03,0.038,109.0,9.3,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3736,2007-10-03,0.038,109.0,9.2,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3737,2007-10-03,0.038,109.0,9.2,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3738,2007-10-03,0.038,109.0,9.2,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3739,2007-10-03,0.038,109.0,9.2,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3740,2007-10-03,0.038,109.0,9.2,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3742,2007-10-03,0.038,108.0,9.2,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3743,2007-10-03,0.038,109.0,9.2,0.0,0.12583333333333332,0.004033333333333333,8.4,16.5,0.33749999999999997,0.018933333333333333
3744,2007-10-03,0.038,109.0,8.9,0.0,0.12583333333333332,0.004033333333333333,8.3,16.4,0.33749999999999997,0.018933333333333333
3745,2007-10-03,0.038,108.0,7.2,0.0,0.12583333333333332,0.004033333333333333,8,16.1,0.33749999999999997,0.018933333333333333
3746,2007-10-03,0.038,104.0,3.5,0.0,0.12583333333333332,0.004033333333333333,6.9,10.8,0.33749999999999997,0.018933333333333333
3747,2007-10-03,0.038,105.0,2.5,0.0,0.12583333333333332,0.004033333333333333,6.8,9.5,0.33749999999999997,0.018933333333333333
3749,2007-10-03,0.038,104.0,2.0,0.0,0.12583333333333332,0.004033333333333333,6.8,9.1,0.33749999999999997,0.018933333333333333
3750,2007-10-03,0.038,104.0,1.4,0.0,0.12583333333333332,0.004033333333333333,6.8,8.8,0.33749999999999997,0.018933333333333333
3751,2007-10-03,0.038,105.0,1.1,0.0,0.12583333333333332,0.004033333333333333,6.7,8.6,0.33749999999999997,0.018933333333333333
3752,2007-10-03,0.038,105.0,0.74,0.0,0.12583333333333332,0.004033333333333333,6.7,8.5,0.33749999999999997,0.018933333333333333
3753,2007-10-03,0.038,111.0,1.1,0.0,0.12583333333333332,0.004033333333333333,6.8,8.3,0.33749999999999997,0.018933333333333333
3755,2007-10-03,0.038,114.0,0.5,0.0,0.12583333333333332,0.004033333333333333,6.8,8.2,0.33749999999999997,0.018933333333333333
3756,2007-10-03,0.038,114.0,0.5,0.0,0.12583333333333332,0.004033333333333333,6.8,8.2,0.33749999999999997,0.018933333333333333
3781,2007-11-14,0.04683333333333334,108.0,9.1,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3783,2007-11-14,0.04683333333333334,108.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3784,2007-11-14,0.04683333333333334,108.0,9.1,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3785,2007-11-14,0.04683333333333334,109.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3787,2007-11-14,0.04683333333333334,108.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3788,2007-11-14,0.04683333333333334,108.0,9.1,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3789,2007-11-14,0.04683333333333334,109.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3790,2007-11-14,0.04683333333333334,108.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3791,2007-11-14,0.04683333333333334,109.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3793,2007-11-14,0.04683333333333334,109.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3794,2007-11-14,0.04683333333333334,108.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3795,2007-11-14,0.04683333333333334,109.0,8.9,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3796,2007-11-14,0.04683333333333334,108.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3797,2007-11-14,0.04683333333333334,108.0,9.0,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3798,2007-11-14,0.04683333333333334,108.0,8.8,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3800,2007-11-14,0.04683333333333334,108.0,8.8,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.3,0.3208333333333333,0.02401666666666667
3801,2007-11-14,0.04683333333333334,108.0,8.8,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.2,0.3208333333333333,0.02401666666666667
3802,2007-11-14,0.04683333333333334,108.0,8.2,5.0,0.07833333333333332,0.0039499999999999995,7.4,11.1,0.3208333333333333,0.02401666666666667
3803,2007-11-14,0.04683333333333334,108.0,8.1,5.0,0.07833333333333332,0.0039499999999999995,7.5,11.2,0.3208333333333333,0.02401666666666667
3804,2007-11-14,0.04683333333333334,113.0,3.2,5.0,0.07833333333333332,0.0039499999999999995,7.1,9.4,0.3208333333333333,0.02401666666666667
3805,2007-11-14,0.04683333333333334,117.0,0.63,5.0,0.07833333333333332,0.0039499999999999995,7,8.7,0.3208333333333333,0.02401666666666667
3806,2007-11-14,0.04683333333333334,119.0,0.5,5.0,0.07833333333333332,0.0039499999999999995,6.9,8.5,0.3208333333333333,0.02401666666666667
3808,2007-11-14,0.04683333333333334,118.0,0.5,5.0,0.07833333333333332,0.0039499999999999995,6.9,8.5,0.3208333333333333,0.02401666666666667
3809,2007-11-14,0.04683333333333334,119.0,0.5,5.0,0.07833333333333332,0.0039499999999999995,6.9,8.5,0.3208333333333333,0.02401666666666667
3812,2007-12-11,0.012166666666666666,105.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3813,2007-12-11,0.012166666666666666,105.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3814,2007-12-11,0.012166666666666666,105.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3815,2007-12-11,0.012166666666666666,105.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3817,2007-12-11,0.012166666666666666,104.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3818,2007-12-11,0.012166666666666666,104.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3819,2007-12-11,0.012166666666666666,105.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3820,2007-12-11,0.012166666666666666,104.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3821,2007-12-11,0.012166666666666666,105.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3823,2007-12-11,0.012166666666666666,105.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3824,2007-12-11,0.012166666666666666,105.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3825,2007-12-11,0.012166666666666666,104.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3826,2007-12-11,0.012166666666666666,105.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3827,2007-12-11,0.012166666666666666,104.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3828,2007-12-11,0.012166666666666666,105.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3830,2007-12-11,0.012166666666666666,105.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3831,2007-12-11,0.012166666666666666,105.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3832,2007-12-11,0.012166666666666666,104.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3833,2007-12-11,0.012166666666666666,105.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3835,2007-12-11,0.012166666666666666,105.0,8.4,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3836,2007-12-11,0.012166666666666666,105.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3838,2007-12-11,0.012166666666666666,105.0,8.5,14.0,0.1975,0.00545,7.3,8.7,0.40066666666666667,0.015716666666666667
3840,2008-01-15,0.01,103.0,11.5,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3841,2008-01-15,0.01,103.0,11.2,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3842,2008-01-15,0.01,103.0,11.1,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3843,2008-01-15,0.01,104.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3845,2008-01-15,0.01,104.0,11.1,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3846,2008-01-15,0.01,104.0,11.1,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3847,2008-01-15,0.01,103.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3848,2008-01-15,0.01,103.0,10.9,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3849,2008-01-15,0.01,103.0,10.9,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3850,2008-01-15,0.01,103.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3852,2008-01-15,0.01,104.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3853,2008-01-15,0.01,103.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3854,2008-01-15,0.01,104.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3855,2008-01-15,0.01,104.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3856,2008-01-15,0.01,104.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3858,2008-01-15,0.01,104.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3859,2008-01-15,0.01,104.0,10.9,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3860,2008-01-15,0.01,104.0,10.9,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3861,2008-01-15,0.01,104.0,10.9,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3862,2008-01-15,0.01,103.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3864,2008-01-15,0.01,104.0,11.0,3.0,0.2571666666666667,0.008766666666666666,7.7,6.5,0.4323333333333333,0.01585
3866,2008-02-12,0.01,102.0,12.2,4.0,0.29516666666666663,0.008083333333333333,7.4,5.6,0.467,0.015916666666666666
3868,2008-02-12,0.01,102.0,12.2,4.0,0.29516666666666663,0.008083333333333333,7.4,5.5,0.467,0.015916666666666666
3869,2008-02-12,0.01,103.0,12.1,4.0,0.29516666666666663,0.008083333333333333,7.4,5.5,0.467,0.015916666666666666
3870,2008-02-12,0.01,103.0,12.1,4.0,0.29516666666666663,0.008083333333333333,7.4,5.5,0.467,0.015916666666666666
3872,2008-02-12,0.01,103.0,12.1,4.0,0.29516666666666663,0.008083333333333333,7.4,5.5,0.467,0.015916666666666666
3873,2008-02-12,0.01,103.0,12.0,4.0,0.29516666666666663,0.008083333333333333,7.4,5.5,0.467,0.015916666666666666
3874,2008-02-12,0.01,103.0,11.9,4.0,0.29516666666666663,0.008083333333333333,7.4,5.5,0.467,0.015916666666666666
3875,2008-02-12,0.01,103.0,12.0,4.0,0.29516666666666663,0.008083333333333333,7.4,5.5,0.467,0.015916666666666666
3876,2008-02-12,0.01,103.0,11.9,4.0,0.29516666666666663,0.008083333333333333,7.4,5.5,0.467,0.015916666666666666
3878,2008-02-12,0.01,103.0,11.9,4.0,0.29516666666666663,0.008083333333333333,7.4,5.4,0.467,0.015916666666666666
3879,2008-02-12,0.01,103.0,11.8,4.0,0.29516666666666663,0.008083333333333333,7.4,5.4,0.467,0.015916666666666666
3880,2008-02-12,0.01,103.0,11.9,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3881,2008-02-12,0.01,102.0,11.9,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3882,2008-02-12,0.01,102.0,11.9,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3883,2008-02-12,0.01,103.0,11.8,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3885,2008-02-12,0.01,103.0,11.8,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3886,2008-02-12,0.01,103.0,11.8,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3887,2008-02-12,0.01,103.0,11.8,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3888,2008-02-12,0.01,103.0,11.8,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3890,2008-02-12,0.01,102.0,11.7,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3891,2008-02-12,0.01,103.0,11.8,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3893,2008-02-12,0.01,103.0,11.7,4.0,0.29516666666666663,0.008083333333333333,7.3,5.4,0.467,0.015916666666666666
3895,2008-03-12,0.01,97.6,12.1,0.0,0.27499999999999997,0.002,8.1,7.3,0.48299999999999993,0.012733333333333333
3896,2008-03-12,0.01,97.6,12.1,0.0,0.27499999999999997,0.002,8.1,7.2,0.48299999999999993,0.012733333333333333
3897,2008-03-12,0.01,97.8,12.1,0.0,0.27499999999999997,0.002,8.1,7.2,0.48299999999999993,0.012733333333333333
3898,2008-03-12,0.01,97.8,12.1,0.0,0.27499999999999997,0.002,8.1,7.2,0.48299999999999993,0.012733333333333333
3899,2008-03-12,0.01,97.8,12.0,0.0,0.27499999999999997,0.002,8.1,7.2,0.48299999999999993,0.012733333333333333
3901,2008-03-12,0.01,97.5,12.1,0.0,0.27499999999999997,0.002,8.1,7.1,0.48299999999999993,0.012733333333333333
3902,2008-03-12,0.01,97.8,12.2,0.0,0.27499999999999997,0.002,8.1,7.1,0.48299999999999993,0.012733333333333333
3903,2008-03-12,0.01,97.7,12.3,0.0,0.27499999999999997,0.002,8.1,7.1,0.48299999999999993,0.012733333333333333
3904,2008-03-12,0.01,97.8,12.2,0.0,0.27499999999999997,0.002,8.1,7.1,0.48299999999999993,0.012733333333333333
3905,2008-03-12,0.01,97.5,12.2,0.0,0.27499999999999997,0.002,8.1,7.1,0.48299999999999993,0.012733333333333333
3907,2008-03-12,0.01,97.6,12.3,0.0,0.27499999999999997,0.002,8.1,7.1,0.48299999999999993,0.012733333333333333
3908,2008-03-12,0.01,97.8,12.3,0.0,0.27499999999999997,0.002,8.1,7.1,0.48299999999999993,0.012733333333333333
3909,2008-03-12,0.01,97.7,12.2,0.0,0.27499999999999997,0.002,8.1,7.1,0.48299999999999993,0.012733333333333333
3910,2008-03-12,0.01,97.6,12.3,0.0,0.27499999999999997,0.002,8,7.1,0.48299999999999993,0.012733333333333333
3912,2008-03-12,0.01,98.0,12.3,0.0,0.27499999999999997,0.002,8,7.1,0.48299999999999993,0.012733333333333333
3913,2008-03-12,0.01,97.9,12.2,0.0,0.27499999999999997,0.002,7.9,7.0,0.48299999999999993,0.012733333333333333
3914,2008-03-12,0.01,97.5,12.2,0.0,0.27499999999999997,0.002,7.9,7.0,0.48299999999999993,0.012733333333333333
3915,2008-03-12,0.01,97.5,12.2,0.0,0.27499999999999997,0.002,7.9,6.9,0.48299999999999993,0.012733333333333333
3916,2008-03-12,0.01,97.7,12.1,0.0,0.27499999999999997,0.002,7.9,6.9,0.48299999999999993,0.012733333333333333
3917,2008-03-12,0.01,97.5,12.0,0.0,0.27499999999999997,0.002,7.8,6.9,0.48299999999999993,0.012733333333333333
3919,2008-03-12,0.01,97.9,12.0,0.0,0.27499999999999997,0.002,7.8,6.9,0.48299999999999993,0.012733333333333333
3920,2008-03-12,0.01,97.6,12.0,0.0,0.27499999999999997,0.002,7.8,6.8,0.48299999999999993,0.012733333333333333
3945,2008-04-15,0.012833333333333334,102.0,12.9,0.0,0.25066666666666665,0.002,8.3,9.1,0.46516666666666673,0.011383333333333334
3947,2008-04-15,0.012833333333333334,102.0,12.9,0.0,0.25066666666666665,0.002,8.3,9.1,0.46516666666666673,0.011383333333333334
3948,2008-04-15,0.012833333333333334,102.0,12.9,0.0,0.25066666666666665,0.002,8.3,9.1,0.46516666666666673,0.011383333333333334
3949,2008-04-15,0.012833333333333334,102.0,12.8,0.0,0.25066666666666665,0.002,8.3,9.1,0.46516666666666673,0.011383333333333334
3950,2008-04-15,0.012833333333333334,102.0,12.8,0.0,0.25066666666666665,0.002,8.3,9.1,0.46516666666666673,0.011383333333333334
3952,2008-04-15,0.012833333333333334,102.0,12.8,0.0,0.25066666666666665,0.002,8.3,9.0,0.46516666666666673,0.011383333333333334
3953,2008-04-15,0.012833333333333334,102.0,12.8,0.0,0.25066666666666665,0.002,8.3,9.0,0.46516666666666673,0.011383333333333334
3954,2008-04-15,0.012833333333333334,102.0,12.8,0.0,0.25066666666666665,0.002,8.3,8.9,0.46516666666666673,0.011383333333333334
3955,2008-04-15,0.012833333333333334,102.0,12.8,0.0,0.25066666666666665,0.002,8.3,8.7,0.46516666666666673,0.011383333333333334
3957,2008-04-15,0.012833333333333334,102.0,12.6,0.0,0.25066666666666665,0.002,8,7.9,0.46516666666666673,0.011383333333333334
3958,2008-04-15,0.012833333333333334,102.0,12.4,0.0,0.25066666666666665,0.002,7.9,7.7,0.46516666666666673,0.011383333333333334
3959,2008-04-15,0.012833333333333334,102.0,12.4,0.0,0.25066666666666665,0.002,7.9,7.7,0.46516666666666673,0.011383333333333334
3960,2008-04-15,0.012833333333333334,102.0,12.3,0.0,0.25066666666666665,0.002,7.8,7.6,0.46516666666666673,0.011383333333333334
3961,2008-04-15,0.012833333333333334,102.0,12.1,0.0,0.25066666666666665,0.002,7.8,7.5,0.46516666666666673,0.011383333333333334
3963,2008-04-15,0.012833333333333334,102.0,11.8,0.0,0.25066666666666665,0.002,7.7,7.4,0.46516666666666673,0.011383333333333334
3964,2008-04-15,0.012833333333333334,102.0,11.9,0.0,0.25066666666666665,0.002,7.7,7.3,0.46516666666666673,0.011383333333333334
3965,2008-04-15,0.012833333333333334,102.0,11.9,0.0,0.25066666666666665,0.002,7.6,7.1,0.46516666666666673,0.011383333333333334
3966,2008-04-15,0.012833333333333334,102.0,11.7,0.0,0.25066666666666665,0.002,7.6,7.0,0.46516666666666673,0.011383333333333334
3967,2008-04-15,0.012833333333333334,102.0,11.6,0.0,0.25066666666666665,0.002,7.5,7.0,0.46516666666666673,0.011383333333333334
3969,2008-04-15,0.012833333333333334,102.0,11.5,0.0,0.25066666666666665,0.002,7.5,7.0,0.46516666666666673,0.011383333333333334
3970,2008-04-15,0.012833333333333334,102.0,11.2,0.0,0.25066666666666665,0.002,7.5,6.9,0.46516666666666673,0.011383333333333334
3971,2008-04-15,0.012833333333333334,102.0,10.9,0.0,0.25066666666666665,0.002,7.4,6.8,0.46516666666666673,0.011383333333333334
3996,2008-05-13,0.012166666666666666,104.0,11.0,1.0,0.253,0.002,8,11.8,0.4061666666666666,0.006716666666666667
3998,2008-05-13,0.012166666666666666,104.0,10.7,1.0,0.253,0.002,8,11.8,0.4061666666666666,0.006716666666666667
3999,2008-05-13,0.012166666666666666,104.0,10.8,1.0,0.253,0.002,8,11.7,0.4061666666666666,0.006716666666666667
4000,2008-05-13,0.012166666666666666,104.0,10.8,1.0,0.253,0.002,8,11.5,0.4061666666666666,0.006716666666666667
4001,2008-05-13,0.012166666666666666,104.0,10.8,1.0,0.253,0.002,8,11.5,0.4061666666666666,0.006716666666666667
4003,2008-05-13,0.012166666666666666,104.0,10.9,1.0,0.253,0.002,8,11.5,0.4061666666666666,0.006716666666666667
4004,2008-05-13,0.012166666666666666,104.0,10.9,1.0,0.253,0.002,8,11.4,0.4061666666666666,0.006716666666666667
4005,2008-05-13,0.012166666666666666,103.0,10.8,1.0,0.253,0.002,7.9,10.9,0.4061666666666666,0.006716666666666667
4006,2008-05-13,0.012166666666666666,103.0,10.8,1.0,0.253,0.002,7.8,10.6,0.4061666666666666,0.006716666666666667
4007,2008-05-13,0.012166666666666666,103.0,10.8,1.0,0.253,0.002,7.8,10.1,0.4061666666666666,0.006716666666666667
4009,2008-05-13,0.012166666666666666,103.0,10.8,1.0,0.253,0.002,7.7,9.9,0.4061666666666666,0.006716666666666667
4010,2008-05-13,0.012166666666666666,103.0,10.8,1.0,0.253,0.002,7.7,9.5,0.4061666666666666,0.006716666666666667
4011,2008-05-13,0.012166666666666666,103.0,10.6,1.0,0.253,0.002,7.6,9.0,0.4061666666666666,0.006716666666666667
4012,2008-05-13,0.012166666666666666,103.0,10.5,1.0,0.253,0.002,7.5,8.7,0.4061666666666666,0.006716666666666667
4013,2008-05-13,0.012166666666666666,103.0,10.1,1.0,0.253,0.002,7.4,8.4,0.4061666666666666,0.006716666666666667
4015,2008-05-13,0.012166666666666666,103.0,10.1,1.0,0.253,0.002,7.4,8.4,0.4061666666666666,0.006716666666666667
4016,2008-05-13,0.012166666666666666,103.0,10.0,1.0,0.253,0.002,7.4,8.2,0.4061666666666666,0.006716666666666667
4017,2008-05-13,0.012166666666666666,103.0,9.4,1.0,0.253,0.002,7.3,8.0,0.4061666666666666,0.006716666666666667
4018,2008-05-13,0.012166666666666666,102.0,9.3,1.0,0.253,0.002,7.2,7.6,0.4061666666666666,0.006716666666666667
4020,2008-05-13,0.012166666666666666,102.0,8.5,1.0,0.253,0.002,7.1,7.5,0.4061666666666666,0.006716666666666667
